ID,Plaintext,Ciphertext,Length
817,"Yours faithfully, “‘ROBERT ST.","d,u4dVe8DOB4(NaatIY;Rtk11H!?;k",30
818,"I had let myself go, and was hanging by the hands to the sill, when his blow fell.","CjOgD(iU,ij!O,*Z(IMe3N5FgpVfiIM -qz53jNM(rXBvI25k1=g7iK;Q1r0=uUX7IR;5;Wri5rII+OEPk",82
819,I do not think that I have ever seen so thin a man.,BM9Ui*aUjOejemVO_3P133F#5.:=kIuWAuKW;oU9P;VrR;IrFGk,51
820,I am at a loss to know now why you did not advertise.” Our visitor gave a rather shamefaced laugh.,"*KnN^4,MOe3M9em-#B=,N*bz:eDMGiI5X55igigW#*xw93M9(rZgIFku;=?OWOiREy::Wyg_PI5xgtp;;.1oUF<uP;X*Y*B<IR",98
821,Some woman came talking something or other about Lord St.,"b,5o3XsV,GV-FiC#OFWm*,LUMFe#DJU(GrG*;QAr;JNIrEry5rwyIk7;R",57
822,The Foundation’s EIN or federal tax identification number is 64-6221541.,"GLKtpv=VDNig:LE:0INLeMDzV-kM=g:@;/eN6U(tGI.61kErO*<rXF:PI=GI.WT,r;;HI0)z",72
823,"Rucastle were both downstairs, and the child was with them, so that I had an admirable opportunity.","dB;*//eDMisUMsVO_3#O,,*31(AN!3e3NpeOp21KVG5,!e^fdsTKtUVv0yI2PuF61QBuUdWB#IUu;5B;=uKW;ZgrZB<+UJ26t;x",99
824,Mary and I stay at home.,C#V_NLOOIM5AHkg7W;X=K;J(,24
825,it is too late—forever too late!,"e_,/*ej#q^n#Z(iB;1IR=<5(.9P;xWKe",32
826,"He used to make merry over the cleverness of women, but I have not heard him do it of late.","C_,Y3iKViN9,3FemVOd5!,F(-x!ej^e3Vj-5eV+M#*8yeoUu3;=GM:PkEMruUc9PvuE=(*r0uW;oUkI5QBIB21IxWK(",91
827,"Holmes, and the little things that he would think of.” “It was most suggestive,” said Holmes.","2, -I4ej!2 KO2-(A3O32-ri*8Xi,3M*Y13e^B,,*IMz, o.*Ig7;5W;tUuW;;XI5iy7;IhEx=WI#I2u;IiupU1X:p.*R",93
828,"The point is, have you or have you not the bearing and deportment of a lady?",";s,MY303#w5IMFin5,*GiX5jMV-X5jMe=31/eN6U2WI;1XMEyErXMEyWy;50#rrg7:3.TPIxgWZy",76
829,"Are you a married man, Mr.",*i!MN!VM9NKe#SUxIFGSiBGrpk,26
830,"As you may observe, Mr.","*ij,zXNMNK(QIxIG=q5hUpk",23
831,"McCarthy pass he had seen his son, Mr.","*i!a(iUjOsV,(f-5*LBL 6R:KI5;Z;VrIIRrpk",38
832,Colonel Stark laid down the lamp on the top of a harmonium beside the door.,"*/5,*DEDVIgVM9(-/*,*g#9,,*1KNp,vL,jg C..P;XhWFB2P;5WZB.;5;JE=FX7.;B,I*;5:xk",75
833,"We must have a look at it.” He opened the case, and taking out the diadem he laid it upon the table.","CDLe3U/5BNp,,VDA5,*d-FWLNpezLe3N! - 3bi_P/,MjM3yV!*:uIXMgWxAK1R=ME*vBuUG51QBXArEu;5:g*B5WFB;;2ruUX+(",100
834,The lowest estimate would put the worth of the coronet at double the sum which I have asked.,"d+femVO3iiNO,*juK3MCg#*,*YV*Fe33XNDFe_U2,2!weN6UkVuiu:KU(tBdIuU(6Ix;5:..NgI28v;5;TiIdW;oUKM2",92
835,Better make it out for £ 4000.” With a dazed face the banker made out the required check.,"cC3N,;CV,*d-DMV+p5,*^4N+@9VBib1pVVa3X3i+MV^CqN5rGM1IyIxr1njx:;IFGiBY*;50QMrG*Eu;5WVIvBd34",89
836,"Suddenly, however, he started, tapped me on the shoulder, and pointed over the meadows.","2gs,e3Vj-8Bg-IM,DD-O,*geV8/Le8*LO,eejgVD!DuDT*S=;O9P15;X631Xb3:U.;5;Rt*rg7:=63EMruU*ZOR",87
837,"Oh, don’t bring it into court!",3NZ#BiB#1N31Ke3K12SI+W1;16=2t8,30
838,The police have openly confessed that they can at present make nothing of it.,"biY#13FehVBz,-_ULN,*_3Nzq=ZN! -jMeB -,t5:.:UXME*S=2kN5BuK;5=GrK:v56:oUkuW1x1R",77
839,It was clear to me at a glance that he was in the grip of some deadly and chronic disease.,"Cfz;31-3NpNDn5,a(-F#e3Uifi,3M*^p 93M,#*9j*fi26iK:vQ;=*gIFWQ*;XI5iK1ruUW:E=R*:#c=QBdkrBB5K(",90
840,Holmes; and I know very well that he could better himself and earn twice what I am able to give him.,"*ie!-ZeDM9(3Mi^1*inNp(jOiV^C58X*,3M*j!Ne,gW(Np9qe/47NBQBr?OpP=VS;XI5:y70N5rIdP=QB#S;U*iXIrZg+UR1pUI2",100
841,"The Lascar was known to be a man of the vilest antecedents, but as, by Mrs.","2UN5zMd5zBD^^p3q!,,*YUM9e5ZUgW(AVLfM,t5WKGr#I?OrR0UFGrx;5pWNIQ5**6I0ugI0=?R",75
842,the speckled band!” whispered Holmes.,"2, -8eaiiVI@Nj7 O,d5;*_vB 7jiITP3p.*R",37
843,I was preoccupied with business matters.’ “I assured him that I was not offended.,"dD0x-GifiO_3ViN,Rf(VbO^_Vx!EuVBi8gTG,-fi.iK:vJdB3i;IDIvu:K56x1rKuvBIBuKWiKWyExP*2",81
844,"Sir, I can stand this strain no longer; I shall go mad if it continues.","2D1BZ3i=NM#-jMOOM g,FUp3O=3Np2UL(eUDW1rGruQBu;;tFrkW.i7W;XS1=GBE1I26W5R",71
845,His silence appears to me to cut both ways.,"2si3K3T#*,#*On/M^0!O=o;;WP*gb#6;=*;=dIzuiaR",43
846,"A mole could trace it, and there it vanishes among the reeds.","28,e3#g9(,=p,Bee3NpeBe_3NDZe VQ:.U2tBtZU;1QBuPU;pQ;5IZ.1uUv3R",61
847,The inspector sat down at his desk.,"cq5=V_Ug5_O#b =i,t516*d.;K:OrK;;:N4",35
848,"There’s plenty of thread, no doubt, but I can’t get the end of it into my hand.","dpV5#BiB(-I,,*C-Bp*Od5^uK#iDnV*YNBj-q,,t5vN:v6=x;t#BW=28I0uW:Q61N;5i7E=;16=2;Q2",79
849,Then I thought of the whistle.,C^=Ue3(-*K-*O0N6PW;RIuE=uUN;t(,30
850,"Do you not see some loophole, some flaw?","1nO,aej-/we#OjOGiX5Q2EyWy;V;JUkJRv1R*E<N",40
851,I do not know what I could do without her.,"*,3X31#58X*O_UUFvGiK(r2WypkUNKW:y7:=UuyI5k",42
852,We have a seven-mile drive before us.” “But I am all in the dark.” “Of course you are.,C9NKeOX*JVbv@e3UijM9(3RVbye#q5ji5ji1jz9emV!*;oUF5M<Bv:rM0(.Uux1DIrZgS1ruUGhx1a:y6UxIQ(,86
853,"Though clear of mind and fairly strong of limb, I knew that my own fate was sealed.","djnOfi^4UgNV_3U!vODU,Y#g3O8U4NpN1VYVn^VK-tRIIc#rx:WBQBYWk;t.1xW:!WpvUuK:=OrY5iK;#v2",83
854,"Oakshott, of Brixton Road, to a salesman named Breckinridge, by him in turn to Mr.","*iZUN*1ViN5jKi17,O89ip(j49#*DH5gdiOYeb-.L/@Ru1x0rK.pYB;=FXvTQWZ30v_WrBU0=IBW;trRpk",82
855,Someone in the next room had lit a dark-lantern.,"BeBnW95MB,sV#-38i,*1eg,wR*.UW;5W#IkJ;ZW;g:QH<6Pk",48
856,I already regretted having ever consented to take charge of it.,"biYe-M*+L#*8Bzg*ej#1mV8b,wVuneM.gS#2WUvu3;oW19P:.563;=XM:XrUx1R",63
857,Let me know your train.,Bp3VX5gWeVC?N:U?OEyrtFk,23
858,"Between your brandy and your bandage, I feel a new man.",BMU!9ejOOjoI@VX5IMupNVX50!CqNVPEyr+Q2g7Eyr 7FUWEVrFvUGk,55
859,Then let us hurry to him at once to let him know that the truth is known.” “He knows it already.,"ds,m3i=Fv Vb1Fv=Vd3e33M*gWVi3j#*^g3MUVZNV5(5C,0N6PWN;IuS=R;:gI.*;=vIIB?O;XIuUtuI;pkPx1MpkN1IQvZx",96
860,"Then I, rather imprudently, wished you good-night, and started for the Temple to see my husband.","dpR5NVjOZe e5,*#O8*LOIM^#1;/-X58(1e8BD5-ie3MeO0N6PW1<uP1b6*6k1Uu3Ey1xGr;Ig7;X63E.;5W3cUR;V:=u8Q2",96
861,"I saw the man, too, in the gloom.” “Do you know him?” “Oh, yes!","(De3V1UVgWNK#v3*/ e3Ui ZepV,*pO.;-;5:Q1R=1ruUWx2=:=xI?O;:u1K1O8",63
862,See that light among the trees?,Ej3e3#g93#03M*jDV;XIr;IZ.1uUtVu,31
863,She is waiting now in the sitting-room.,"*/UF:BO,*1UF#1BA(i,D51I#;W1kUW;5;;IrQx2",39
864,In a man it is perhaps better first to take the knee of the trouser.,*zX3e3(-jWe3eh*Z3OEV^C5YMe-=3ipVMESg:Q1I;:PXd0N5r=6IR;oUuU?VE=uUty5k,68
865,There was the point from which all my adventures started.,"d^92(,T0DM5emVBUV-OBg-,*fi,,t5viK;5:=6EkBN:IQr2g_PuvIuQ52",57
866,I have seldom heard him mention her under any other name.,C9ie3-IMeI5eVg:0VUV5nV#8zemV.;oU57J;#7;::PI.;P;7PgkEuPWZ(,57
867,"He drank more than ever, and he was less inclined for any sort of society.","dC:a(-*aNpVaN!0Bixj(AeVIM,j,p3e#VrM5 M:<h:.UuQiMrg7;U#Ivu17rvBxrQ=R6E=RBNx",74
868,I should be glad to know what they would be.’ “‘One child—one dear little romper just six years old.,"d (9DNE3y,e--e^B,9Degu!3e:V3C58Xi833MigW#*s e58X((ruy70UWZ;=?OiXIu(iy70(=1QUdWb.U*QW;tUkbP0uIIFOQI.2",100
869,"Windibank, asking him whether he could meet us here at six o’clock to-morrow evening.","G10jU-#UZPG^/NE3M,,(5C,NDZeVe3,iUVFWfer@;1:WB h1KAr;:i5uP;U2tB*N;I5vgIIFxcJARZ.kU9PWE",85
870,You surprise me.” “Who ever heard of such a mixed affair?,"ipxM8IVM3R(-5nVej#UVb,e=#NOXYy;tc;U*x1d=9P;#7E=udg:g3gxF6",57
871,Too large for easy concealment about a woman’s dress.,"2qN(1MF93Xs30enBZNf,#O 9,/txWQiE.iK=27#7PIwyIF(GSIcNR",53
872,"Not a word of news came for a year and more, so that I never doubted that Frank was really dead.","dn58m,(APp#3M*8dX5ejiO_3#Oj#VIM9D9Vae9*=!(-5F93QxIF(7E=vN:ZUxrFOQg7:.U;=uKWW9P:yD3;XIPQA#IvQk:#2",96
873,"Holmes, and I soon had a pretty good plan of the whole house in my head.","dnV5UizXVj-i,*YUn-X/Nb,-MsVga(Npeqe/47N1QBrR.;Zg:vu=EJ:<rx;5iRv;y51r2;#2",72
874,"This woman might, for all I knew, be a monomaniac.","bAp#gVMDe0W(emVae*FVp#i=N6;iJQ:1u1xrQrr?V1,g:.JQg2",50
875,Only one man knew my secret.,"b,CO5U!vpV!-8:QkEv:QpvU2;3vR",28
876,"Leave Paddington by the 11:15.” “What do you say, dear?” said my wife, looking across at me.","CV_(Y3MFW/,j=i5NpO19DesOX5K3Mi3bo/e3N5gG1unemmvoUYbW;.0=uUjj4=:XI2Ey;a1*Qu;FB2iEUWxArgcyIK:(",92
877,"I began to laugh at this, but the laugh was struck from my lips at the sight of his face.","C_O=VY3#Ee33MY0NV#(Pd3Ofi#s,,*d5zi*_VKn#*pw5.0UQ;=<IIK;II0u;5WK;iK;tTA.J:=rdgIuUI;Ix;;EZ(",89
878,That fatal night Dr.,*v*Fim_O_N6KEKQW1u:k,20
879,"John Horner, a plumber, was accused of having abstracted it from the lady’s jewel-case.","CfBj0,yune3V-OBN^_3yMF0M(-8ybMfi,DN 9eei/U#5yr4SP1FcT,riKgbu3E=XArgDtZ5B;EkBuU<2y0VPZK(",87
880,I slipped in in safety and lay awake half the night in my joy at the thought of seeing you.,"dK#1jOY3#X3e33MX,5Ui*Fi,*qMehpNnNpNCfO1Ui8/0O.;rb31rW;aN=QB<=-oUXk;5W1u1r20xgIuUuy;Ix;VW1xR",91
881,"It is headed, ‘Singular Occurrence at a Fashionable Wedding’: “‘The family of Lord Robert St.","b,*DKN#MYN!9O,5VHF;8ijsgif-M_eB,Nb*9DF0VDDnV=3.I;;#*B1IrtQgbtv7UKgiKI.wv:3Br01W5EZW=xW.B4,6;R",93
882,"Good-afternoon, Miss Stoner.","*!Z,x1egFe2AXaEJ/yPk.1Au;Rvk",28
883,"Grimesby Roylott, of Stoke Moran.","BMFe<C(-^GDKNR,i=r*8=4.yIE=ufU4<k",33
884,It was more a feeling of duty—a feeling that some good might come from my penetrating to this place.,C_ (i*Z#1_3! NV#(e#**FVX/e#O_3#1jz9ud5Y#1jz9e#Vfi26iK:.UFOPW1x:uxFOPW1uK;JUEJ:1u:JU.J:=*vtKW1R;IIcZ(,100
885,We should have acted before this.,"2i*,aDN^_emV8X(e:Uuy7;oUZ5B,xv;IR",33
886,Head attendant at the Hotel Cosmopolitan.,"BL0/-Y*jG-,*_3pI^_Nno#BK57QIK;5pyP0y22rXk",41
887,"Besides, remember that she had resolved to use it within a few days.","2s50OM1313iz5ZNj qVsV,O_3VDeeVzDEz,I*IW33,ruK;5;ZWN.MBR;51IUuWgEV:aR",68
888,"I shall take no notice of such nonsense.’ “‘I should certainly speak to the police,’ I said.",dpOOj^0/e3#*h O81Le*8X((V3C=zgi3R(-^:F#i+Lem((ruQrXMW=kI*E=udW.56(=1ruy7:PXWk;*o;=uU2r*1W;F2,92
889,It is the butt-end of the gun as the son stood listening.,"G1020N/2Uae3(M;-,*YN0:d5,*=3.I;;50uXPBx;51tgIuURruxBruPWE",57
890,"One of the farms which he held, that of Hatherley, was let to Mr.","*iZ3j(Ae8,,_-Y3M*DjV,VBU(V4e3(-!GvE=uUY7IN:I5;PB;XIxpK5S(1#IvIRpk",65
891,Rucastle is not mad.,dM3F(ij2Lu@Guv1IkIG2,20
892,"There was no truth, Mr.","*i,d3#ifi,,t5viKW=tuIpk",23
893,"I have heard of you, Mr.",*iDK(-5nVjM(rXM;#7E=xIpk,24
894,"The Rucastles will be gone by that time, and Toller will, we hope, be incapable.",CDHL1e5j/V!ej1Vj 5IMjU*_3N5!/e5j1(j2LueN6U@GuvIUS0UEv0=uK;:Ug7W.vrUS1V;JU0UWGG+(,80
895,"Every morning I was there at ten, and every afternoon I left at two.",G:3M2j(U/i^fNejNpe0*_ee3(A(#1i-NempP=2SW1r#IuPUK;P1QB9P=a5SxrrvygI5x,68
896,"I told my pal what I had done, for he was a man that it was easy to tell a thing like that to.","G*_3er,Fi*Mj^#*Rn(A3i_3UM9(AeV#Ojg5sVO_UeHNV8Z(rR7:=GrNKW;Z:.UE.;U#IFGruK1I#I#R;=5Sg;IrWpUuK;x",94
897,To me it has been exceptionally so.,"GO8mg:wd,0D(M3i,#t=*1IXI,PiZ3I.Qk;x",35
898,"You, of course, saw that everyone in the street was an accomplice.","CB #bMp(A3j3O,*1eg5j,_3U4ezNZ(-DaaIE=2t51XUuKiMk.UW;5;tVI#IQgbJc:(",66
899,And your address had been given me.,"CV0!-0DNM(qNsVX5IQ7EyrZcNIXB,P1pP:(",35
900,"He had trained it, probably by the use of the milk which we saw, to return to him when summoned.","d!-NO0UVi#*iT,#*!4ei3iilie3(-z5,*uND@--^i81M*sV M;Z;<W31I:k +=z;5;5E=uUBhiIdiUXU;=vuS;=IBNP;T2v2",96
901,"There cannot be any missing,’ said he.",CVI4e 1xiNpe5G1LeeN6PUGSy0UQ=BuW11X:;(,38
902,"Never trust to general impressions, my boy, but concentrate yourself upon details.","2!LDU/5qzNKe_30BZ3ueX55e=Fx,-ime0-Z3y3Vj+OMrtuIR1PPQ1bvuE6120x1DI27PtKUxt5k;2r*XWR",82
903,It is a pure matter of form.,"*#OYV^_V,X9(i261IFdv:K5rxE.2",28
904,You have made two blunders in as many minutes.,2^IiNpVfUiOD;D#:esVjMNaaIXM:ZU5=+t*61rK:Q=B65R,46
905,We have boxed the compass among us.,"25F-MxH#*,*8X5jMe:UXM0Y3;5:JGug2r;R",35
906,Twice she has been waylaid.,"dpDAUj5fV,O^1tU*;5;K0Vr#.F2",27
907,"He brought up a card, too, with the name of ‘Colonel Lysander Stark’ engraved upon it.","bigKNjMF,S9CVDpyMjg *(-,Ae3VBi Ze5L9#5*K-5 M0kIu;BFG71R=i;IuU<*E=0..PWyQ*ruQ)ir<MBT.1R",86
908,"The bridge, no doubt, was too crowded, even on such a night, for their purpose.","CY-XV03Vae*FiM3RU-0je8I-*/*fi^uK#ijKi5,t50rBUW=28IiK;x:k3319PErudgW1u1xruUrd7y(",79
909,They have now fled together.” “My Mary?,";9iIVbe3 ZNjOgijMN,t5=XMWOEvBRiuPx14pQy",39
910,"Bankers’ safes had been forced before now, and why should not mine be?",05!i3FND-O5iIM!Fe#q58*aUj5sVqfOxer4 hPu;aN;Z0Vrx730(.UkUg7iR;RtBkIBv0N,70
911,copyright law in creating the Project Gutenberg™ collection.,"BFbj */eI^R3C ee3#1_,*1Un3#iXZ22r;I<UW:vKW1uU.q3I;5lP1:.vdEk",60
912,She is the daintiest thing under a bonnet on this planet.,"b!n-=3U-C1K9VD;#133q:1@e3(i,D51IuUGWINIuW1t*rFzSNEru;:<vR",57
913,Just before nine o’clock Sherlock Holmes stepped briskly into the room.,"*/V,*Z1N+=NN w2(, -7weePG^/e1i,aD3y5uI,xvWWUxcJAuPk_p.*Iu3*B+;?=WR;5Wx2",71
914,"You are a funny one,” chuckled the inspector.","*ZCa1e3Nj75*j!-I;OM,MXYygvgEtkEv1:u_vBuUWT3Rk",45
915,"I believe that he foresaw some danger, or else he would not have talked so.","GO8lLemVGi8Xi,eq,#eeF@e#Opq#O,3M*j!j5.0PiM;XI5E.N-;JUGrP1.i6U5iy7Wy;oUXh3;x",75
916,"What was the relation between them, and what the object of his repeated visits?","EB=,8_ ,(i(-bjXe33MiIM,,*0!C5g:n,e3(A3M:XI#IuUv<I.0NVP;5Bg7iXIuUq,dE=IIv*K3p;;u",79
917,What danger do you foresee?” Holmes shook his head gravely.,"djm#NnV=V<-Oqe/U0z,aNK#5eF@3M:XIGrP:=xIxv5NI47N;Rf;;;#BWoPx",59
918,On following him they found the dead body stretched out upon the grass beside the pool.,"C/-,*DED(f#e3U/5d-83C3OuKNn5,*IXO83Vi#1gjaUGrxSOW1IBu(Ey7;5:#Bz2;tNd3Eu;2ruUWKI,I*;5:xk",87
919,Yet we have not a moment to lose.,"CY,Z30#VMGijMeiCYNiUXMWyg:JPIRWy(",33
920,There is only one point on which I must insist.,"b==i25(VBUU-Bg-!-8g(i,,t5v1I.kEv:=6ErN:Irdu16;R",47
921,"I thought that I would just ask you whether you had heard it.’ “‘No, I have not.","bFemVO vVbBN9,NMNKV,CUNKPf3y,8XiO_33#X3(ruy;IuKWiy70uIKAxINN5rxIXB5QB;x1E=W;oUkR",80
922,"Anyhow, he never got tallow-stains from a gas-jet.","bjEH9V-O=p21wm*G-eji,egNgSyO15W9P1y;Qk#uF6EkBFgX,R",50
923,That sounded ominous.,2X1#ND;a3MtXIRt*BJWyR,21
924,Of course it is a nucleus and focus of crime.,CU3(-yGOIMyjdiM=3izNZ(G=2t51I;gWTvug7EJuE=c:(,45
925,"This man strikes even deeper, but I think, Watson, that we shall be able to strike deeper still.","C!2V j5+i2#*jse5jMO!3M*!a_i+13(3ueewDUj,qr3OpV=N6;:Q;tpNiMr*3P1DIruWA:KRr;XIV;XS0Uwv;=urM:V*ruWk",96
926,Then I went into the back yard and smoked a pipe and wondered what it would be best to do.,"G5Z3q5DNDF3i_UN,DgiIM g9N+-OIM5@P_5,*Z130iO0N6PWiPIWR;50ZAY7g7;2MBFB*g7i.*vBNK1I(tB,0NIR:x",90
927,For two streets he shuffled along with a bent back and an uncertain foot.,"b/O1LeB5pNpP_5BD9VBiFwM8zy(eVJj3OF*#-.;(;tVu;UuR.3gkri;IF,60ZAQBQ;7PXWExR",73
928,"She was passing the front pew at the time, and it fell over into the pew.","B e3#Bie ejOBNpe,:e33M0-B-O,*FEf-fi,D5iK:KIr;5Ek6:VgIuUI*1QB;EPrfP16=uU*(",73
929,"It is a little place near the borders of Oxfordshire, and within seven miles of Reading.","G1sD(-q!V0jO131Npe,iy#y*Y(e5Ke3Vni^n-jb09(i261IFruv:<*W#ruUz7PIxga.dIv1QBUuW;9P:WNE=MZWE",88
930,"And good-night, Watson,” he added, as the wheels of the royal brougham rolled down the street.","bj3O,*1KNj V9#XNe@-e3(-qjUe3(MDDseVjgJAe*F1X/NgSBEJQ1u1Gu.1;UZ*BgIuUNV6E=uUkYr+y;ZW.vB2P;5;tVR",94
931,"Breckinridge,” he continued, buttoning up his coat as we came out into the frosty air.","*pN2-O,*Z13Xe9*!(M_Z(i#5F1Zd5DD1BZeVj IUWC(+3AS:i1;U26W5B0uRrr;BII2KgIV:ZUyIWR;5Eku=Fk",86
932,"you have seen inside, then?” “Only once, some years ago.",Go(9De#OjB-8:V103eDE1UjOjMNKxIXM;VrWI*1uPu1QkE7U;JUOQIFx,56
933,"The rooms were carefully examined, and results all pointed to an abominable crime.","CU3eDAiKMp#*8Bg-jMJDqVIMD!i@,8Dq9*,!(#-eN6UkJIVv:Q(tki/BvBg7WNtugS:=63;=QgzB<+Uc:(",82
934,Do you think that you could perform one more feat?,":nO,-egV#O NDZNK3M*ri*X5Q2Ey;Ih;XIxI2tB*k.B.U2vE#u",50
935,"Beside this table, on the wooden chair, sat Dr.","*v_O,p3UD/i,*gejs*=3eIqqN:Uu;;wv1.;5ix*rdFr;K:k",47
936,There is a wonderful sympathy and freemasonry among horsey men.,"B,Nz#VF-M5gfe,OIM5_-ReReIF9(i,,t5v1IF(7PyrRbKRg7Ev3K.kg2r;.5=*k",63
937,All was going well when McCarthy laid his grip upon me.,CVgK#i-=VInN39bi0UejiFg-fijQSiK1=riPrNPpCQu=<:;;1rBT.:(,55
938,"It was the bisulphate of baryta.” “No, no, the mystery!” I cried.",d!3(VNe25e3eFeQVbL5@(-^MwR;e3(A3.I#IuU!u7X5E= kXx1x1k1uU2uPq!rci2,65
939,"During all the years that he lived at Horsham, I doubt if ever he set foot in the town.","Bg*,*13/OCO,Vj,=3uK(e9(#-_Nj0eV_3(9De3em#1N7tW1QruUOQIuK;UrMBKp.uZ1r28IEiMr5;NExIW;5;Ok",87
940,They are all typewritten.,"B^BU Teme9N,t5=QUQrR*P;5k",25
941,"It is past ten, however, and quite time that we started.","d^92ei_3eU*^;*IM,j!-e0*2H(i261IGu;P1RVMrg7iI5;:UuKiUuQ52",56
942,I am glad to see that Mrs.,2U3M*jOZNn-9(rZ1<BR;V;XI?R,26
943,"That, however, was out of the question.","BF2D*,*Y3X(AeejgV^MtXI;O9P1#IyIx;5i5uEk",39
944,"I may want your help, and so may he.","CVsVaNpew,VX5BANM(rG=#6Eyr571QBR:a;(",36
945,"He was plainly but neatly dressed, and his age, I should judge, would be nearer forty than thirty.","d*i*p3N*aV,niDNDFe u,8X((e M=VIMDzqNN^nid581n-fi MiK:<Wk0uW#t=cN5Bg7;;gi1ruy70Ti1(tB,W#vrx6=uQ;I6x",98
946,The cab and the landau with their steaming horses were in front of the door when I arrived.,"dji9(U,i#Ke3(-B-O1eeiqO-#19^OU,*31N@p,,*IMs*,t5:wg7;5WQGIUu;5W;5ZW1R6NiPUWEk6E=uU2.i5rrQrM2",91
947,"To be left till called for.” My friend tore it open, and we all three read it together.","*,C/*BNnVjV*jM!Npe0/3i,ZN0iOI3*aNjm*j:3q,D#t=,W(IIS:QvBxk=4ErPBRv1IJP1QBVgS;tVW#B;;=N5k",87
948,The first consideration is to remove the pressing danger which threatens you.,"dK(0_,3VBUV p5FEq#e3e eVZ(ig:MDEg*2UO,t5EWu:.I*<I.1IRW3fUuUcNIr:QirN:IuvKPIxR",77
949,"Then he tried the various keys in the lock, but without success.",2qbR3X313ue7we3Uiy+(Xine3N!3eV0N6P;UtiBuUHryIMy1ruUk_1DIUuyIubNR,64
950,"But I am now sleeping in the middle one.” “Pending the alterations, as I understand.","dp2eI5Ofe=F_eCM,*F;0,3CgeDIV,*1#1wjOgi9(3RDIrZWO;v3W1W;5::cU.(=EPBr;5g6PKE61KW;7PuQ2",84
951,I thought it as well to have Jones with us also.,GqMyVBiqg5jM#*j!(MB3#X3(ruy;I;gIVS;=XMi.Ni;Iug6x,48
952,But to-day being Saturday rather complicates matters.,"2ebM(^L0-ZV,_Vs5Tn#1DN@g*dqu;YG=,W1Xu7aWK5r2brG5IGuPR",53
953,"He opened the yellow envelope, and then, glancing at the message, threw it across to me.","CVZ(Y3MBU,3e 4qV,*_#1Bn-!,*IMj/j!,gjDe3N! - ME*vBuUOSOihPJUg7;5r1<7W1K;5:NXi1uvU;gcyIR:(",88
954,"He had remained with Horner some little time, but had finally been called away.","dAM8jLUj58m1OsVd5jU*jb0e#Oei/VBi81M,NMeoUXBvGW3i;I4SP;JUruv;:U0u;ZEWQk0VrGS3g#x",79
955,I have had nothing since breakfast.” “Nothing?” “Not a bite.,"CB5MGvUg13QVb24h,5^1OFiGisVjM(rXM;ZWyIr;W*0voYux1xuW;IEyg0;(",60
956,Windibank did not wish us to go.,G-Z(5(13FN;PpII1B70QABBkIUu;IR1x,32
957,"I could see at a glance that she was sick with fear, and the sight sent a chill to my own heart.","b9,UgNVZe!3930O*FO,*IM,nO31PBOfi,O_3eBn-M_ezNDZ(r2tB5UKg1<7UuK;5iK;:AUuE#rg7;5;1u;PIFdWrR:=Or5QR",96
958,"And now, you see, I had narrowed the field down considerably.",dDMDEg*1KNjEe3N!-9isVOjzNKegiIQ7WO1xI5UW;ZWQkVBuU=PB2P:.I*<+x,61
959,"It was of the same peculiar tint, and the same thickness.","2qWB3e9O,*IM^1*90T e9O,*Y(A3.I#Ix;5;ZU*drQ;WIg7;5;ZUu:?NR",57
960,"The manor-house is, as I have already said, very old, and only one wing is now inhabited.","d^;M1UF(iF1egN!-IMD Ne,DpOuneMjM((MzizXU#pV,t5:Q.Ky51IgIrXMgS#2;FBpP=.Bg7ES=.UUr1IkUWX!52",89
961,"I never noticed that before.” “Very strange!” muttered Holmes, pulling at the rope.","C/V,*_#1jXeqe/N,^dVV p3O5jVb,aD3M*8BGieji.W9PWy:3;XI,xvx1-k;tQij:u5vB47N1dSW1K;5WJ(",83
962,"Ryder stood glaring with a drawn face, uncertain whether to claim or to disown it.","bi1a;#*#Vp^#*e3,i1LeB5j_O1M5M31#19 N/2VDu4*ruxBWQW1Uug:<PEZU;7PXWi5uP;=cFB.;=BRP1R",82
963,My first glance is always at a woman’s sleeve.,CjjO=p#iM_(s0M=eBn-2UOI4EWu1<7U;gvaIKgiJQ6;v9(,46
964,The Adventure of the Engineer’s Thumb X.,"2NNN(Vj1FM,*YeNBjXeN6U7M6tUx;51rWVSI6T!4",40
965,"Why should I attempt to conceal it?” “Why, indeed?” murmured Holmes.","2, -8NV5U;jIiDUV1BenBZ#*GebMO8X(NUd=uy7Wgu3d;=27#r;u1d=17VdId7t3p.*R",68
966,"It seemed to me to be something grey in colour, a coat of some sort, or a plaid perhaps.","2oV Np 9V-^#O,a(-_Z9eNwZUi8##13,ae5ZeVZN,jO26;V*BR:UR0UR*uW1W(1r2kt1F2KE=R*;.IErFcFB*6ZR",88
967,"I will keep your confession, and if McCarthy is condemned I shall be forced to use it.","biz5ZN^#ODem((N!eIZ(i5*LB(iIM!Fxzg*NK#jvj1(rUSpVBxt:.OuErg71=L 6R1I273vBruQr,E.*BR;51R",86
968,McCarthy was very anxious that there should be a marriage between us.,250!C5 AVM9e58X(ee33M*yFIM5j(AN39bpCQu=#IMkg<Eu;XIuPUuy70UFGSgi0NVP;R,69
969,"Stoner, the young widow of Major-General Stoner, of the Bengal Artillery.","dej:#eH0O,*YeegCeM!ziwA(-gIiFX5,*,!ZDRvr;5Eyri:OE=Hz<iv<ru.P1x;50PgrSISPx",73
